acn,Report_1_Synopsis,Assessments_Primary_Problem
2031485,Pilot reported low oil pressure in the right engine during descent. The oil pressure was indicating in the red upon landing and the engine was still running.,Aircraft
1996108,Glasair III pilot reported misjudging the height from flair to touchdown and the aircraft touched down firmly; the aircraft nosed over; nose gear collapsed and the aircraft skidded to a stop.,Ambiguous
1810763,A Dispatcher reported NOTAMs were not available due to equipment outage so they could not release flights. The reporter stated the dispatchers were told by Supervisors to contact airports operations to get NOTAMs but this was not sufficient and in violation of company procedures.,ATC Equipment / Nav Facility / Buildings
1902667,Air carrier Captain reported possible 5G interference on short final at CVG airport.,Ambiguous
1780553,Center Controller reported a loss of separation and attributed it to being overworked; and short staffed at the Center.,Environment - Non Weather Related
2136450,Part 107 UAS pilot reported they flew in controlled airspaced without LAANC authorization. Reporter stated they requested authorization well in advance of the flight but did not obtain it.,Ambiguous
2004063,PA28 Flight Instructor reported fuel exhaustion resulted in a forced landing in a field without damage or injuries.,Aircraft
1938317,A90 TRACON Controller reported possible automation issues and training deficiencies affecting communication with Providence Approach.,Software and Automation
1974731,SF50 pilot reported failing to remove the AOA cover prior to flight. After takeoff; the pilot heard a noise that did not dissipate upon raising the landing gear and decided to perform an air turnback. Due to having no airspeed indication the pilot had difficulty in controlling the aircraft; which led to a runway excursion.,Human Factors
2052660,General aviation flight crew reported engine problems and power loss immediately after takeoff. They were able to return to their departure airport.,Aircraft
1829219,CRJ-700 First Officer reported encountering severe wake turbulence on arrival into CLT in trail of an A320.,Ambiguous
2223307,B737 Captain reported as they pulled into the gate; ground personnel stated the right main landing gear fire resulted in an evacuation and a critical equipment problem.,Aircraft
2138729,Flight Instructor on training flight with student reported a conflict with another aircraft while on final approach.,Human Factors
1963836,CRJ-900 flight crew reported a loud squealing from the Main Cabin Door shortly after takeoff. Communications was difficult between the flight crew and the Forward Flight Attendant. The flight crew requested priority handling and  burned fuel; then performed and air turn back to land at departure airport.,Aircraft
2193249,Small transport Captain reported intersecting taxiways at MOB were confusing and requested that there be two hotspots created; one at the intersection of taxiways C; A4; A and one at the intersections of taxiways B; L; R.,Chart Or Publication
1833423,Air carrier Flight Attendant reported the FA harness on this particular A319 jump-seat is very difficult to fasten/release and is different than other aircraft.,Aircraft
2093082,Air carrier Dispatcher reported GPS jamming affected efforts to utilize SATCOM.,Environment - Non Weather Related
1947546,Air carrier First Officer reported a fume event during cruise was identified by the CO2 alarm activating. The flight crew diverted to an alternate airport where a safe landing was completed.,Human Factors
2039473,Single pilot reported a hard landing which resulted in damage to the landing gear.,Human Factors
2142054,B-737 air carrier crew reported a flight control malfunction during the initial takeoff roll. The crew rejected the takeoff and returned to the gate where a hydraulic leak was identified by maintenance.,Aircraft
2169436,B737 pilot reported a loud hissing sound in the cockpit; attributed to a broken and leaking oxygen mask at the observer's seat position. The oxygen system was depleted; and an immediate diversion was accomplished.,Aircraft
2230340,Flight Attendant reported a Customer Service Agent opened aircraft doors at gate without looking for the proper signage. One door did not fully open and the escape slide was not deployed.,Human Factors
2037267,Part 107 UAS pilot reported a lost link during a flight. The reporter stated they believe the lost link may have been caused by possible jamming or counter UAS technology.,Ambiguous
2244237,B737-800 pilot flying reported losing one GPS for thirty minutes during cruise due to testing that was occurring in the area.,ATC Equipment / Nav Facility / Buildings
2143058,General aviation Flight Instructor reported being confused by the departure procedures provided on the CANOGA 3 SID at VNY.,Chart Or Publication
1803687,Pilot reported loss of engine control; resulting in an In Flight Shut Down and a precautionary emergency landing.,Procedure
2262381,Air taxi pilot reported engine malfunction during climb resulted in return to departure airport.,Human Factors
1970395,A Center Controller reported an aircraft descended below their assigned altitude and flew below the Minimum Vectoring Altitude.,Human Factors
1974967,CRJ-900 Flight Attendant reported a non-rev passenger was charging an e-cigarette during the flight. The Flight Attendant directed the passenger to discontinue and the passenger complied.,Human Factors
2053225,PA28 flight Instructor reported loss of throttle control on takeoff. Flight Instructor was able to return to a safe landing.,Aircraft
2190828,Fractional jet flight crew reported that another light jet started their takeoff roll on an intersecting runway at TEB while on final approach. Flight crew executed a go-around and landed safely.,Human Factors
2160920,General aviation pilot reported excessive lateral drift from the runway when in the landing flare on a visual approach at a non-towered airport in gusty wind conditions. The pilot performed a rejected landing and go around then diverted to a more suitable landing field.,Ambiguous
2300061,Air carrier Flight Attendant reported that a gate agent opened service door without an ok to open hand signal. Escape slide did not deploy.,Procedure
2206306,A TBM pilot reported during initial climb they temporarily lost trim control. They reset the auto pilot and regained full control.,Human Factors
1927249,Air Carrier Captain reported a major failure by all ground staff to recognize the dangerous conditions posed by the transport of Dry Ice without adequate ventilation due to inaccurate Final Release documents. Documents were updated and flight continued to destination safely.,Company Policy
1816945,A319 Captain reported strong possibility of signal interference which resulted in erratic maneuvering of aircraft to autopilot.,ATC Equipment / Nav Facility / Buildings
1938833,Pilot flying BE60 aircraft reported engine RPM surge inflight.,Aircraft
1809471,JAX TRACON Controller reported airspace issues related to GA traffic crossing air carrier final approach paths without communication. Controller suggested the JAX Class C needs to be extended to avoid these issues.,Airspace Structure
1840299,Center Controller reported an aircraft that was climbing below the MIA and wanted permission to do so.,Human Factors
1937798,Citation Jet Captain reported hydroplaning and loss of directional control followed by an excursion into the grass as he attempted to turn off the wet runway.,Ambiguous
2263139,B737 flight crew reported hearing loud bangs during takeoff roll. Flight crew rejected takeoff and the number 2 engine shut down on its own.,Human Factors
2199280,PA24 pilot reported fuel mismanagement resulted in an off airport landing.,Human Factors
2056209,Air carrier flight crew reported they were cleared by ATC to cross a runway that had an aircraft on take-off roll. As the flight crew taxied toward the runway hold short line; ATC directed them to stop when they realized another aircraft was rolling. Flight crew stopped aircraft and crossed after departure was airborne.,Procedure
1935051,GA pilot reported while on approach a bird strike penetrated the windshield and resulted in considerable noise and wind but pilot made a safe landing.,Aircraft
2247605,A Tower Local Controller reported they cleared an aircraft to land on a runway occupied by a vehicle.,Human Factors
2178584,Air carrier flight crew reported while troubleshooting an EICAS message during engine start; the aircraft started to roll and the flight crew applied the brakes to regain control of the aircraft.,Human Factors
2099181,Air carrier Captain reported there is a taxi line in use by ATC at IAH that is not shown on the chart.,Chart Or Publication
2086498,C172 non flying pilot reported a runway excursion during landing. Flying pilot elected to use reduced flap setting to compensate for bumps and drifted off downwind side of runway after ballooning during landing.,Human Factors
2227244,C-208 pilot reported low fuel after takeoff. Pilot returned to departure airport and landed safely.,Aircraft
2110312,B737 MAX 8 Captain reported encountering wake turbulence climbing out of LAS in trail of an A320 that resulted in stick shaker activation.,Ambiguous
2198935,Cessna Citation CJ4 flight crew reported that; on departure; the left main landing gear failed to retract. After several unsuccessful attempts to fully retract the landing gear; a return to the departure airport was accomplished.,Aircraft
1812797,Pilot reported a NMAC with an aircraft that cut off reporter's aircraft while on the downwind.  This happened LMO airport which is reportedly known for parachuting and had jumpers in the air at the time.,Human Factors
1843370,Air carrier Captain reported altitude excursion during initial approach due to his failure to properly monitor flying pilot. Altitude excursion was corrected and flight completed a safe landing.,Human Factors
1842906,Air Carrier Ground Personnel reported Lithium Ion powered mobility device battery was not configured for air transport.,Human Factors
2128643,Fractional jet crew reported a conflict with another aircraft during climb from a non-towered airport in marginal VMC weather conditions. The crew received a terrain warning while maneuvering away from the conflict then continued the flight to destination.,Ambiguous
2263851,PA-32 Flight Instructor and student reported engine failure during cruise which resulted in a diversion and a landing on a taxiway.,Ambiguous
2204641,Flight Instructor reported while in the practice area they noticed traffic on their TIS-B and this traffic began a climb resulting in the student pilot taking evasive action to avoid a collision with the other aircraft.,Human Factors
2231630,Flight crew reported bird strike resulted in critical equipment problem and return to departure airport.  Crew also reported the runway is next to the river; wildlife mitigation needs to improve.,Aircraft
2039378,Instructor pilot reported a near miss with another aircraft; during daylight VMC on a training flight at a non-towered airport. While climbing on a missed approach; the instructor observed an aircraft landing in the opposite direction; took control and banked sharply to avoid a collision; then resumed the flight.,Procedure
2025566,Air carrier crew reported receiving a low altitude alert from ATC while descending on the initial approach to MDW airport. The crew climbed back to assigned altitude and completed the approach.,Procedure
2138478,CRJ900 flight crew reported receiving a GPWS alert during approach.,Human Factors
2187838,Airport Management reported an aircraft landed with snow removal equipment on the runway. Reportedly; the aircraft was not on the proper frequency.,Human Factors
2175878,B767 Captain reported they received 'ENG BLEED OFF L and PACK OFF L EICAS' messages during climbout. Flight crew returned to departure airport for an overweight landing.,Aircraft
2275792,Gulfstream G280 flight crew reported a cracked window resulted in expeditious handling for descent and diversion.,Aircraft
2236599,Air carrier personnel reported a passenger attempted to check a bag with spray paint. TSA personnel removed the spray paint.,Human Factors
1925122,Pilot reported a NMAC that required compliance with an RA while conducting a go around at LAS.,Environment - Non Weather Related
1818590,BE20 pilot reported loss of control resulting in uncommmanded 500' descent on arrival into SDF due to either severe turbulence or a wake encounter.,Ambiguous
2014252,B777 First Officer reported the flight crew did not send an acknowledgment for the dangerous goods prior to gate pushback as the dangerous goods summary was sent after pushing from the gate. The acknowledgment was sent prior to takeoff.,Procedure
1970350,Pilot reported loss of both alternators in flight during turbulence and icing conditions. The Pilot requested priority handling and diverted to make a precautionary landing.,Aircraft
2128733,A320 pilot reported being assigned to an aircraft that had been previously returned to service after a lightning strike. During initial climb; engine instrument indications became erratic and the flight return to the departure airport.,Aircraft
2292615,Air carrier Captain reported a ground conflict at ORD airport requiring the Captain to immediately stop the aircraft short of the runway for a fast approaching aircraft on Runway 28C.,Ambiguous
2234344,Light aircraft pilot reported an NMAC with another light aircraft in the vicinity of SABLO intersection.,Human Factors
1942368,Flight Crew reported Gear Indication malfunction on approach to land.,Aircraft
2007932,PA28 pilot reported alternator loss on descent. The pilot returned to the departure airport and landed.,Aircraft
2152408,B-757 crew reported a cabin door malfunction during cruise while experiencing turbulence on an ETOPS flight. The crew returned to the departure airport and landed overweight.,Aircraft
2005830,C150 Pilot reported fuel exhaustion caused engine failure and a forced; off airport landing in a field.,Aircraft
2250920,Light aircraft pilot reported loss of GPS signal in the vicinity of CKB.,ATC Equipment / Nav Facility / Buildings
1924121,B737 NG flight crew reported non standard communication procedures between the flight deck and the push back ground crew. Lost comm and non standard hand signal use created an unsafe situation during push back and aircraft release. In the end the task was completed without incident.,Ambiguous
1808986,Recreational Drone Pilot reported inadvertently flying within Class B airspace from the parking lot of a stadium complex. The Pilot was unaware of the incursion until advised by security personnel.,Human Factors
1823292,Air Carrier First Officer reported erroneously transported Human Organ (Kidney) on the flight deck in violation of FOM Hazmat policy.,Company Policy
2249028,Air carrier Captain reported the ATC clearance and Jeppesen moving map does not provide information on the requirement of contacting Tower for entry into Runway 22L to get into the international ramp at ORD.,Chart Or Publication
1798191,Air carrier flight crew reported an issue on the RNDRZ1 approach and possible confusion with how the chart is written. Crew also noted that ATC advised that over 300 aircraft have had the same situation occur.,Chart Or Publication
2210789,Small jet Captain reported encountering severe turbulence at FL400 that resulted in an inflight upset. Control was regained and smoother air was found at a lower altitude.,Weather
2305465,Air carrier First Officer reported that after responding to a TCAS/RA for a helicopter; they initiated a go around.,Airspace Structure
1963342,A300 flight crew reported an AFT/BULK CARGO COMPARTMENT SMOKE indication in cruise. The flight crew requested priority handing and immediately descended. The decision was made to divert and make a precautionary landing.,Aircraft
2170058,General aviation pilot reported a near miss with another aircraft while maneuvering into the traffic pattern during visual conditions. The Controller could not maintain the distance between the aircraft and issued a go around to provide separation.,Human Factors
2280796,B777 flight crew parked at a hardstand reported they were cleared by ground personnel to release brakes; but when they started the engines the aircraft began rolling because the tug was not yet connected.,Human Factors
1870318,Air carrier Captain reported loss of ADS-B systems during approach to DEN airport.  Reportedly; ATC advised them 5G interference had been reported in the area.,ATC Equipment / Nav Facility / Buildings
1929386,A TRACON Controller reported they descended an aircraft below the Minimum Vectoring Altitude.,Human Factors
2281039,Air carrier First Officer reported receiving a Low Altitude Alert from Tower when they descended below a waypoint on an RNAV Approach,Software and Automation
1886900,A319 F/O reported failure of ELAC 1 and ELAC 2 during cruise so the flight crew elected to divert and make a precautionary landing.,Aircraft
2039379,C172 pilot reported an engine malfunction during initial climb from a non-towered airport in night visual conditions. The engine malfunction limited the ability to climb and the pilot was able to maintain an altitude to continue 20 miles to the destination airport and landed safely.,Aircraft
2210912,Air carrier operations supervisor reported being notified to inform ramp personnel to ensure enough bag/mail/ballast securement was applied for safe transport.,Human Factors
1858229,An air carrier pilot reported loss of GPS signal and a Terrain Alert Warning on departure.,ATC Equipment / Nav Facility / Buildings
1854231,C172 Instructor and student pilot reported poor aircraft performance shortly after takeoff led to the decision to land on the remaining runway. The aircraft ran off the runway after landing; resulting in minor injuries to the student pilot.,Weather
1952055,Technician reported communications problems during engine start on a departure aircraft. A fuel leak was noticed and no maintenance action was taken prior to aircraft departure.,Human Factors
1861622,GA pilot reported a NMAC while in the traffic pattern and preparing to land.,Ambiguous
2111738,A319 flight crew reported while parked at the gate awaiting pushback they were unaware they had a fluid leak from the landing gear and that a maintenance technician was underneath the aircraft working on the leak.,Procedure
1907185,CRJ200 Captain reported a repeat incident of cabin pressure failure caused an immediate descent and diversion to make a precautionary landing.,Procedure
1991193,Pilot reported inadvertently crossing the hold short lines onto a taxiway after being unable to recognize the faded and unmaintained taxiway markings on the pavement at CXY airport.,Airport
2087267,B767 First Officer reported the Flight Attendant notified the flight deck of a possible tail strike on rotation. Before takeoff; there were multiple attempts to request data; with some correct and some incorrect. As the runway to be used had to be manually loaded; incorrect weight was mistakenly put in during the process.,Human Factors
1906557,Pilot reported issues with scheduling relating to fatigue and overwork by the company.,Company Policy
1878103,Pilot thought they were landing on a dry sand bar but the aircraft sunk into the mud and flipped over.,Environment - Non Weather Related
2097246,A319 pilot reported engine malfunction after takeoff. Returned and landed uneventfully.,Aircraft
1817781,Air carrier flight crew reported confusion over their takeoff clearance when the aircraft's RAAS issued an aural warning at the same time the Tower Controller issued the clearance.,Human Factors
1780356,Captain reported a departure delay due to a Dry Cell motorized wheelchair loaded in cargo compartment with incorrect information on the air carrier's Hazmat documents. An uneventful flight completed after flight crew received correct documents.,Human Factors
1881545,Air Carrier Captain reported a Master Caution 'LANDING GEAR INOP' message at cruise. The Flight Crew continued the flight to destination airport and landed safely.,Aircraft
2251771,PA-28 instructor reported a tire failure upon landing which resulted in a runway excursion with one main tire in the grass.,Aircraft
2175874,Air carrier flight crew reported a conflict with a truck while taxiing to their gate. The truck drove in front of them requiring the Captain to apply the brakes abruptly to avoid a possible collision.,Human Factors
1849858,An Air Carrier Captain reported stop bars placed in close proximity to each other at EWR causes confusion and stopping at the wrong one could block another aircraft's taxi route.,Airport
2030313,B767 First Officers reported an engine failure when throttles were advanced to takeoff thrust. The Captain rejected the takeoff and called for Crash Fire Rescue to address the ATC reported fireball Tower observed before being towed back to the gate.,Aircraft
2035723,ATC Controller reported a flight of two military trainers exited their training route prior to the coordinated fix and were flying below the Minimum Vectoring Altitude.,Procedure
1784767,B737-900 flight crew reported taking evasive action after receiving a TA and RA.,Procedure
1789423,Deadheading Pilot reported being asked to come to the Flight Deck and act as an ACM (Additional Crew Member) during an inflight event.,Aircraft
2124476,B737 First Officer reported a generator drive malfunction during cruise. The crew continued to the destination; which was the nearest suitable airport; and landed.,Aircraft
1780534,CE-650 flight crew reported an uneventful air return due to landing gear failed to retract on departure.,Aircraft
2051833,Cessna 208B pilot reported an inflight upset occurred; during which the airframe airspeed limitation was exceeded.,Human Factors
2172533,Air carrier Captain reported an NMAC with a GA aircraft that was crossing the final approach course and not in communication with ATC. Captain took evasive action to avoid a collision.,Human Factors
1985272,RV-3 Pilot reported an engine failure while descending into the destination airport. After attempting to restart the engine without success; the pilot was able to glide the aircraft into the airport for a safe landing. Upon inspection it was discovered a grounding wire had come loose and shorted against the ignition switch.,Human Factors
1903789,Student pilot on downwind at a non towered airport reported they performed a 360 degree turn and caused a NMAC with a departing helicopter.,Human Factors
1965754,Flight Instructor reported the brakes failed during taxi resulting in a taxiway excursion and the propeller hitting a taxiway light.,Aircraft
2281357,A C172 pilot reported the yoke stuck during takeoff resulting in a rejected takeoff and runway excursion.,Aircraft
1846613,Air Carrier Captain reported a fume event during preflight at departure gate. Reporter requested maintenance resulting in the aircraft being removed from service.,Aircraft
1971063,Pilot reported an NMAC event during landing pattern practice with another aircraft entering the pattern for different runway.,Human Factors
2143976,Air carrier flight crew reported the aircraft rolled into a chock during gate arrival when the brakes were not set.,Human Factors
2287150,General aviation flight instructor reported a near miss with another aircraft while in the traffic pattern at a non-towered airport during a training flight. The instructor identified the other aircraft turning final in front of their aircraft and took the controls and performed a go-around.,Aircraft
2202182,P2012 First Officer reported during climbout they experienced a fuel pressure low indication resulting in inflight engine shut down and fuel leak and return to the departure airport where they landed safely.,Aircraft
2040266,Air carrier Captain reported a NMAC during departure climb with a general aviation aircraft that flew under the nose of the reporter's aircraft requiring evasive action to avoid a collision.,Human Factors
1980855,B777 Dispatcher reported another aircraft pushed off the gate incorrectly onto the taxiway; causing the taxiing aircraft to abruptly stop.,Human Factors
2256620,Air carrier Captain reported having to stop abruptly on the taxiway at ORD to avoid a collision with a wide body aircraft.,Human Factors
2099509,C172 Flight Instructor reported shoe caught behind rudder pedal on landing resulted in loss of control and a runway excursion.,Human Factors
1782189,Pilot reported that while maneuvering in the traffic pattern another aircraft flew in front of them three times; causing several NMACs.,Human Factors
1873772,Air Carrier Tow personnel reported control was lost of an aircraft under tow which slid into a tug denting the aircraft.,Weather
2300595,B747-400 Captain reported multiple EICAS messages during climb. Flight returned and landed uneventfully at the departure airport.,Aircraft
2174283,A321 pilot reported refusing an aircraft that had multiple maintenance issues yet was assigned for international flight.,Company Policy
2125192,Corporate jet Captain reported a lack of taxiway signage and unfamiliarity with the HND airport resulted in a possible pilot deviation.,Airport
2182997,B767 flight crew reported the cabin pressure controller failed during cruise climb. Flight crew returned to departure airport and landed safely.,Aircraft
1903193,Flight crew reported a rejected take off after an ECAM message ENG 2 EGT OVER LIMIT was received. The crew returned to the gate and the aircraft was removed from service for maintenance.,Aircraft
1896007,SAT TRACON Controller reported an airborne conflict; a MVA violation; and airspace related problems.,Airspace Structure
1870444,Pilot reported a ground conflict with another aircraft during taxi while complying with a taxi clearance at night.,Procedure
1968422,EMB-145 First Officer reported Cabin Altitude climbed above 10;000 feet and was uncontrollable. The flight crew attempted to use manual mode without success and the O2 mask deployed. The flight crew descended to 10;000 feet and continued to land at destination airport.,Aircraft
2195071,General aviation pilot reported a near miss in the traffic pattern at a non-towered airport below Class C airspace with an air carrier operating within the Class C. The general aviation pilot took evasive action.,Airspace Structure
2252518,Air carrier First Officer reported GPS spoofing during cruise in international airspace as identified by flashing aircraft clocks. The crew verified normal aircraft tracking with ATC; proceeded on course and later; the clocks returned to normal.,ATC Equipment / Nav Facility / Buildings
2130450,Flight Instructor reported the student lost control of the aircraft on landing and the instructor was unable to prevent the runway excursion and propeller damage.,Human Factors
1791485,Flight Crew reported a Go Around after the Trailing Edge Flaps did not extend due to flap assymetry.,Aircraft
1834405,B777 flight crew reported a fumes event on final approach during landing. After executing a safe landing flight crew took measures to alleviate the fumes followed by requesting maintenance.,Aircraft
2073268,B757 First Officer reported an Engine Bleed EICAS message during takeoff roll as PF. Captain assumed control and rejected the takeoff.,Aircraft
1957134,B737-800 Captain reported the First Officer flying the departure turned the wrong direction after takeoff from ORD airport.,Human Factors
1971851,B767 Captain reported uncommanded aircraft movement during push back not noticed by flight crew until advised by ground crew.  Captain set the parking brake to stop aircraft movement.,Human Factors
2101239,Gulfstream G100 pilot reported elevator malfunction on departure roll resulting in rejected takeoff and runway excursion.,Aircraft
2179138,Part 107 UAS pilot reported they had a brief lost link with the UAS while it was in a hover. Pilot initiated a Return To Home and the UAS landed.,Ambiguous
1849792,TRACON Controller reported being busy and not catching an aircraft go into a low MVA.,Human Factors
2046329,Air carrier crew reported a near miss with a ground vehicle when starting a turn from a gate; at night in rain conditions. The Captain braked hard to avoid hitting the vehicle; and the vehicle continued without yielding to the aircraft movement.,Airport
2064495,PA-28 pilot reported an engine failure during cruise flight in VMC resulting in an off-field landing on a service road. The pilot landed the aircraft safely and reported no injuries or damage.,Aircraft
1866347,Air carrier flight crew reported the APU on their 737 MAX continued to shut down while in service at the gate while in a heavy wet snow storm.,Aircraft
2272583,Aerostar 600 pilot reported experiencing spatial disorientation and loss of aircraft control during final approach. Pilot regained aircraft control and continued to landing.,Human Factors
1893908,Pilot reported descending early resulting in MVA deviation.,Human Factors
2083985,B737-800 ground personnel reported an important package was delivered to aircraft without completing the Hazmat protocol. The Manager reviewed the Hazmat procedures with both ground personnel.,Human Factors
1844019,787 Captain reported right hydraulic system quantity began dropping and elected to secure the right engine driven pump and the right electric motor driven pump.,Aircraft
2089533,Flight instructor with student reported an NMAC while doing pattern work at RMY non-towered airport. Reportedly; proper radio calls were not being made which contributed to the event.,Human Factors
2170068,General aviation Instructor pilot reported a near miss with another aircraft while in the traffic pattern at a non-towered airport. The Instructor performed an evasive descent maneuver to avoid a collision.,Human Factors
1829926,Pilot reported landing at a non-towered airport and having a ground conflict with an aircraft landing on an intersecting runway. Reporter indicated this event contributed to his inattention to airspace boundaries and an airspace violation later in the day.,Procedure
1974833,Air carrier ground personnel reported rejecting a Hazmat parcel which was incorrectly labeled and improperly processed.,Human Factors
2083287,B737 MAX 8 Captain reported hearing a rumbling noise from the aft end of the aircraft during climbout. Maintenance determined that the APU door had remained in the full open position on the ground and in flight without a door light caution occurring.,Aircraft
2061090,B737 Captain reported cracking of the FO's cockpit window at cruise altitude. Flight crew landed uneventfully.,Aircraft
1870507,Air Carrier Captain reported improvements in MIA ramp markings would reduce taxi confusion.,Ambiguous
2225967,Small transport First Officer reported that the aircraft entered Class D airspace prior to being handed off and ZME Center may not have been in contact with CGI Tower during the handoff. The reporter also noted that CGI Airport's operation hours may be inaccurate on the Chart Supplement.,Chart Or Publication
1811826,ERJ175 flight crew reported a clearance deviation due to flight crew communication breakdown during approach.,Human Factors
2179503,Pilot reported they took evasive action to avoid a light twin using the opposite direction runway at a non-towered airport.,Human Factors
1853990,Air Carrier Captain reported pushing back without the required Final Dangerous Goods form.,Human Factors
2298579,Air carrier flight crew reported frequency 127.325 for GGG departure control is not listed as a frequency on their Jepp 10-9 chart and Tower/TRACON operating hours may also be in error. The crew reported they taxied and departed without contacting Tower or Departure Control.,Aircraft
1855733,Technician reported several instances of magneto failure causing engine shutdowns.,Aircraft
2127550,Air carrier flight crew reported two late arriving boxes were loaded with only the additional weight provided and no additional documents which contained Hazmat cargo that is not allowed on company aircraft.,Human Factors
2223176,C172 flight instructor reported noticing exhaust pipe was missing after landing.,Aircraft
2209116,Air carrier tractor driver reported during pushback from gate; the tow bar shear pin had sheared. They failed to follow procedures and the aircraft departed without being inspected for damage.,Company Policy
1985244,PA28 Pilot reported encountering a rough running engine during simulated engine out training with a Flight Instructor. The Instructor assumed the controls and made a landing at a nearby abandoned airfield.,Aircraft
1810316,Sundowner Instructor reported an NMAC event during landing training.,Human Factors
2298986,Flight Instructor with student reported they possibly caused a NMAC during final approach.,Human Factors; Human Factors
2272550,Flight Instructor with student reported maintenance crews were performing work on the active runway at a non-towered airport and refused to leave the runway; despite multiple aircraft having to perform go-arounds.,Ambiguous
2189698,PA-34 Flight Instructor reported while taxiing the left brake failed resulting in loss of aircraft control and a taxiway excursion.,Aircraft
2246412,Cessna 172 student pilot reported a loss of aircraft control during landing due to gusty winds at a non-towered airport; resulting in a runway excursion. The student pilot did not report any injuries or damage to the aircraft or airport.,Human Factors
1843556,PA-60 Pilot reported an engine failure during climb due to turbocharger failure. After feathering and securing the engine; the Pilot attempted an unsuccessful restart and diverted to a precautionary landing.,Aircraft
2012920,Cessna 500 pilot reported a cracked cockpit window during climb to high altitude resulting in aircraft depressurization. The flight crew diverted and landed safely.,Aircraft
1886128,Air Carrier Captain reported receiving a GPWS Bank Angle warning when the aircraft encountered turbulence at the same time the Captain turned on the autopilot.,Weather
1868603,C172 pilot reported complete loss of avionics power. The pilot elected to perform an air turn back and precautionary landing at departure airport.,Aircraft
2017113,Premier 1 Captain reported a cabin altitude warning after leveling off during climb due to an excessive cabin altitude rate of climb.  Aircraft returned to departure airport for maintenance.,Aircraft
2176733,Government UAS pilot reported a vehicle drove over a UAS after it landed; destroying it beyond repair.,Human Factors
1866758,UAS pilot reported the UAS flew outside of the authorized operations area. Pilot continued flight after receiving ATC clearance into additional airspace.,Human Factors
2195303,CRJ-900 First Officer reported encountering wake turbulence on approach to LGA in trail of a B737.,Procedure
1899719,A321 pilot reported a bleed air malfunction followed by an IDG temperature increase on the same engine during descent. The flight crew continued to destination and landed.,Aircraft
1797396,CRJ-700 Captain reported encountering wake turbulence shortly after takeoff from PHX in trail of an A321.,Procedure
2148895,C208 Captain reported the undocumented transport of Hazmat material (fire extinguisher). The Captain stated no Hazmat documents were provided and that he failed to notice the fire extinguisher on board.,Human Factors
2155595,B757 First Officer reported encountering wake turbulence on final approach to EWR in trail of a B777.,Ambiguous
2242684,GA Flight Instructor reported a ground conflict with a vehicle just prior to crossing a taxiway. The aircraft came to an abrupt stop to avoid a ground collision.,Ambiguous
1810031,Air carrier Maintenance Technician reported cargo spill cleanup procedures were not correctly followed.,Human Factors
1891061,B737-700 flight crew reported an abrupt shudder with associated high EGT on the #2 engine. The flight crew elected to make an in flight shut down of the affected engine; made an air turn back; and landed at the departure airport.,Aircraft
1784371,Pilot and ground employee reported that an aircraft did not communicate their intentions on CTAF; taxied onto the runway and departed in front of an inbound aircraft causing that aircraft to go-around.,Human Factors
1947357,Corporate Captain reported a NMAC while taking off from a non towered airport. The Captain stated becoming aware to late; of the twin engine aircraft on short final; and started the takeoff roll. Then during the initial climb the other aircraft was directly above the Captain's jet; as they were executing a missed approach straight ahead.,Human Factors
1870178,Flight crew reported a failure and overspeed of the trailing edge flaps during climb. Crew continued with priority handling to their destination where an inspection by maintenance was made.,Aircraft
2179901,Air carrier FA reported a mechanical failure of the nose wheel steering and the need to execute a priority landing. The FA explains there was a feeling of lack of support from the respective company.,Aircraft
1927750,An ERJ 170 Captain reported hearing annunciations sounding while in the forward lavatory during a break. The Captain returned to the flight deck and was told that 8 or 10 EICAS Messages had populated including a MAU1 FAIL. The flight crew were able to engage the auto pilot and stabilize the aircraft 1;000 feet below assigned altitude. The flight returned to assigned altitude and continued the flight to destination airport.,Aircraft
2302774,Air carrier flight crew reported experiencing the auto throttles retard while on departure; resulting in the flight crew disengaging the auto throttles to regain control of the aircraft's speed. The flight crew returned to the departure airport where they landed safely.,Aircraft; Aircraft
2118083,General aviation pilot reported a NMAC at a non-towered airport in the traffic pattern. Pilot took evasive action to avoid a collision.,Human Factors
2189284,Air taxi Captain reported a NMAC with a UAS while turning onto final approach. Tower Controller closed the airport for a short period of time due to the UAS presence.,Human Factors
1991693,CE-560 Captain reported pressurization control issues with an excessive cabin altitude rate of climb with a differential pressure of 8.9 PSI. After descending to a lower altitude; the flight crew returned to the departure airport.,Aircraft
1830371,Instructor Pilot reported braking hard to avoid a collision with another aircraft during taxi.,Human Factors
1824947,Flight Instructor reported taking evasive action due to a Near Mid Air Collision.,Human Factors
1846866,PA-23 Pilot reported an engine lost a significant amount of oil which resulted in a diversion to landing. Maintenance determined a loose screw on a newly installed part caused the leak. After repairs were made the pilot departed without refueling; which resulted in fuel starvation and a diversion to landing.,Ambiguous
1874308,Air carrier Captain reported receiving an alert for the air/ground switch on final approach to OAK.,Ambiguous
2018511,C172 pilot reported engine power fluctuations during cruise required a diversion to a nearby airport. Pilot stated the checklist does not provide a procedure for this problem and the placement of the placard for switching fuel tanks is in a location that is difficult to view.,Ambiguous
1987843,EMB-175 Flight Crew reported a controlled flight into terrain event during a visual approach in which a terrain caution followed by a terrain warning were enunciated. Flying pilot took evasive action to the correct flight path.,Procedure
