,Assessments_Primary_Problem,Report_1_Narrative,Report_2_Narrative
1544351,chartorpublication,There is an RNAV Visual Approach to 4L at BOS in the 737 FMC; but no accompanying Jeppesen approach plate. An approach plate would greatly enhance situational awareness and safety when cleared for this approach into BOS.Suggestions: Contact Jeppesen and have them create an approach plate for the RNAV 4L approach into BOS.,
1546850,chartorpublication,We were on  ther SERFR Arrival to SFO. We had briefed the approach so we were on LEGS page 2 when ATC gave us direct to 'GNARLY'. We saw 'NARWL'; brought it to the top of page 1 and executed it. A few minutes later ATC asked us if we were direct 'NRRLI'.  I said no we are direct to NARWL. They said we were cleared direct to NRRLI and we complied.,
1546957,chartorpublication,While at the gate in Santa Barbara preparing for departure during a quick turn I called SBA Clearance Delivery frequency to obtain IFR clearance. The controller cleared our flight to depart Runway 07 MISHN 2 departure KPTIN transition direct WEEZL...; climb and maintain 3;000. The controller didn't spell out WEEZL with the phonetic alphabet. I began to program the FMS flight plan. WEEZL wasn't on our flight plan so I typed in WEESL into the flight plan along with the other fixes and then gave the route an inspection on the FMS map page of the multi-function-display. Initially I didn't see any issues with the flight plan and direction of flight but upon closer inspection; I saw that the WEESL fix was toward the high rising terrain just northeast of the SBA airport. I typed in WEEZL instead and noticed that it was out over the ocean in between KPTIN and SXC. I decided that this was the correct WEEZL but just to be sure; I called the controller back to have him spell out and clarify which fix he cleared us to: WEEZL or WEESL. Per the controller; the correct fix was WEEZL. I mentioned to the controller that there was another fix WEESL not far away that was in mountainous terrain and to please be careful when giving clearances in the future. I also cited an accident in Cali Columbia while speaking with him over the radio. Controller didn't seem familiar with the accident. It is important to note that being cleared to WEEZL is common when departing out of Santa Barbara even though it is not included on our flight plans nor printed on our releases for easy recognition. Our flight departed without further incident and safely arrived into our destination. Suggestions: Incorrectly programming the FMS is what killed all but one passenger on the 757 that attempted to land in Cali Columbia at night in mountainous terrain. The fix that was programmed by the pilots into the FMS was one at an airport on the other side of the mountain range of the valley they were flying. The fixes were similar in spelling which contributed to the error. In Santa Barbara and the surrounding area and airports; these two fixes: WEEZL and WEESL can pose the same confusing problem for pilots. It can be especially dangerous when departing in poor visibility from Santa Barbara airport and for pilots who are not familiar with the WEEZL fix that is commonly given in the clearance to pilots departing from Santa Barbara. I suggest that the WEESL (in the mountainous terrain) fix be renamed to eliminate any confusion or danger in the future. It's too close in proximity to the WEEZL (over the ocean) fix; and can be mis-programmed into the FMS. This is especially the case when the controller issuing the clearance doesn't spell out the fix to the pilot. Clearance delivery controllers in Santa Barbara are accustomed to giving WEEZL in the clearance to pilots and sometimes they assume the pilot is familiar with its location and spelling. This is a dangerous and terrible assumption. If one of Captains that isn't familiar with Santa Barbara is departing in IFR conditions to the wrong 'WEESL' it could cause a GPWS warning or worse.,
1547435,chartorpublication,Upon descent and transition from ARTCC to Approach; we requested the RNAV (RNP) 30 approach. The approach controller cleared us from our present position (approximately 40 miles southeast of the field) to ROKNY. We referenced the approach chart and saw RONKY as the IAF from which we planned to commence our approach. We didn't catch the fact that when controller pronounced ROKNY that it differed from what we saw on the approach plate - RONKY. Because the FMC was presently sequenced to the MSO VOR (our cleared/planned route); ROKNY was not an available option listed when the Pilot Monitoring (PM) pressed the DIR button; so PM hand typed RONKY into the DIR TO field. The TEMP INS orange dashed line showed a turn to 180 degrees magnetic which obviously didn't make sense. We queried the controller as to the spelling of the waypoint; at which time controller phonetically spelled R-O-K-N-Y. The PM had trouble initially inserting this correctly as he was mentally convinced that it was what he was reading on the approach plate (RONKY). I mentioned that the controller spelled it ROKNY; at which time we inserted the correct waypoint and verified it on the ND. We cleaned up and verified the flight plan in the FMC and executed the approach from the ROKNY IAF and landed without incident. Upon landing; I called the duty phone and got a hold of the chief pilot. I relayed what had happened and conveyed my concerns for the next crew who might be flying into MSO using that approach/IAF. Coincidentally; an employee of Jeppesen heard about this event and contacted me so they are likely aware of the error. The approach plate is MSO 12-21 dated 18 May 18. I verified this against the NGA (National Geospatial Agency) product; which shows the waypoint correctly spelled ROKNY.Suggestions: Create process to validate all waypoints/coordinates in our Jeppesen products.,
1547741,chartorpublication,Prior to a local flight at 1F7 to practice touch and goes; no NOTAMs about antennas or obstructions were noted when I checked during preflight. While in flight and on go-around on runway 13; I saw an antenna whiz by that has been mounted on to what appears to be the maintenance hangar; with no NOTAM added for the hazardous obstruction. Fortunately I am familiar with this airport and was on centerline for the go-around; but less familiar pilots with any left-drift on runway 13 or right drift on runway 31 will have a considerably reduced margin of safety for obstruction avoidance. I'm not sure why the new tower isn't NOTAMed; it certainly seems hazardous enough to warrant consideration for the flying public.,
1550282,chartorpublication,Briefing the Asheville 5 departure off runway 35; we briefed the runway heading given by ATC and the altitude to climb to. We also briefed the company station bulletin note that states 'comply with obstacle departure procedure (ODP) on Jeppesen 10-9a unless advised radar contact.' 10-9a states that we must fly runway-heading 347 until 5700 feet before proceeding on course. The Asheville 5 departure gives ATC a range of headings from 331 to 002. This heading is given on departure in the clearance or take off clearance. We were given a cleared for takeoff fly runway heading.Right after takeoff passing 900 ft. AGL; right as we entered the overcast cloud layer; ATC asked us to turn right heading 002. The captain; who was Pilot Flying; immediately came on the radio and said unable because we are not in radar contact. This is exactly what is said in the company station bulletin. The tower controller proceeded to tell us that this is new (us not turning) and that it has been flight checked. He is entirely right that it has been flight checked as it is on the Asheville 5 departure. The confusion is with the company station bulletin and the Jeppesen 10-9a ODP. The bulletin and 10-9a is more restrictive and explicitly states that we must climb runway heading until 5700 before turning or radar contact. The tower controller did not say radar contact. He switched us over to Asheville departure and they also questioned why we didn't turn to 002. We told them our company station bulletin says we need to be radar contact before turning. They then gave us a number to call once we got to destination and the captain went up to the chief pilot's office to call Asheville.I understand Asheville's position that the departure procedure gives them that latitude of a range of headings. Honestly; when you are climbing out in mountainous terrain in the dark; IMC; you question every turn. Secondly; when given a turn just after departure [at] night; in IMC; in mountainous terrain you fall back on the most restrictive thing briefed; which was the station bulletin. We both read explicitly the station bulletin stating we must comply with the ODP and we needed to hear radar contact to make the 15-degree turn to the right or reaching 5700 feet. I understand both sides; but given an ATC instruction at such a critical time of departure; in mountainous terrain; at night and IMC; it was not the best time. Secondly; the confusion between which procedure should we fly made us default to wait until ATC knows exactly where we are at 'radar contact' before we turned anywhere in mountainous terrain.I believe the station bulletin should clarify when a turn can be done doing the Asheville 5 departure as opposed to the ODP on 10-9a.,
1551032,chartorpublication,Aircraft X was cleared into the HSP airport via the RNAV 7 approach and had indicated that he was requesting to execute the published missed approach to AHLER and hold. Once Aircraft X began the MAP and checked on climbing to 6;000; I cleared the aircraft to hold at AHLER as published. I didn't take into account that the MIA (Minimum IFR Altitude) in that area is 6;100.I would be more mindful of the volume of the sector that would cause me to miss mistakes like this in the future.,
1553480,chartorpublication,Near runway incursion. No deviation; just suggesting safety improvements. Late night and delayed flight. Light rain at the field. Heavy traffic backed up runways and taxiways. Given instructions to taxi to runway 9R via A; A2; Runway 4; H; short of R. Normal taxi route is A; A6; R. We briefed the nonstandard taxi route and talked about the close proximity to 9R and looking at the taxi diagram concluded it required to taxi northeast on runway 4 for a couple feet then make the left turn on H. Upon reaching runway 4; straight ahead looked unlit like it was grass so I made the slight right turn and looked left for H. When I looked back straight; I noticed the hold short line for runway 9R less than 10 feet in front of me. I stopped the aircraft then saw taxiway H and made the left turn. We never crossed the hold short line but was shocked to see it so close to us. The rain reduced the visibility and the nonstandard route probably led to the confusion. Suggestions: I do not recall that area being particularly lit by taxiway lights; nor did I notice the taxiway signs. There were several lead on and lead off taxi lines from the multiple runways. The hold short lines were not enhanced with the 'wig wag' lights. After asking several other pilots; they agree the taxi diagram can be misleading. I would suggest a Hot Spot being added to that area for taxiing on runway 4 to taxiway H.,
1554863,chartorpublication,Static Balance Low Pressure Turbine (LPT) 4th stage disk assembly which includes; disk; blades and air seal; was assembled without proper procedures or inspection buybacks. I was lead and reviewed [engine] for work still needing to be accomplished; I found the bladed assembly on the static balance machine with no air seal; yet there was no stamped offs for work completed on the JIC (Job Instruction Cards). After further investigation the procedures that have been accomplished or needed to be accomplished was not complete and/or lacking information. Procedures that were performed and/or needed to be performed (open area inspection for air seal) to complete the task was NOT reflected in the signoffs in the non-routine write ups nor in the Job Instruction Cards.[My suggestion is the] mechanical (safety side) stop assembly correct issue as to following procedures; that is out of my control.,
1555847,chartorpublication,When loading data for landing into SFO for 28L; First Officer loaded the missed approach required climb gradient; and we got to wondering if it was a different gradient required for the CAT II SA Approach; since it has lower minimums and thus is further 'down range' when the missed starts. After looking at the plate; we couldn't find a required climb gradient but the missed approaches for the two are the same. Looking at 28R; all the ILSs have a climb gradient. Specifically; SFO 11-2A has no missed approach climb gradient specified; the same approach (11-2) that has higher minimums (200 versus 100 feet) has [a] note requiring 325/NM to 2100. PRM (Precision Runway Monitoring) approach (11-3A) has same 325 to 2100. All the 28R ILS; ILS cat II/III; and ILS PRM have climb gradients required. Sometimes they are a box note at the bottom (like 11-3A and ll-2) and sometimes they are in the missed approach box like 11-4; 4A; and 4B (28R).,
1556808,chartorpublication,While flying into MROC (San Jose; Costa Rica); I noticed a small discrepancy between what is on the 10-7 pages and the Instrument Approach Page. Due to terrain in the vicinity of the airfield; all Missed Approach and Loss of Engine Departures require a sharp turn to the right. However; the 10-7 pages instruct us to complete the turn by the 113 radial; while the IAP states to complete the inbound turn by the 116 radial. At 4- DME; this difference of 3 radials is slightly less than 1/4 mile. So it's not a big difference; however it is different. Since the ILS page was more recent; we used that information (116 radial).,
1560529,chartorpublication,While on approach into SYR; practicing visual approach on Initial Operator Experience we came close to a tower that was not briefed in the approach briefing.Cause: Visual approach briefing did not include towers found on other approach charts. We took evasive action and turned off the autopilot to avoid the tower. Suggestions: Brief a plate or approach even though visual conditions exist.,
1561092,chartorpublication,As the crew was taking Runway XXL in ZZZ for departure the Tower queried us as to whether or not we were assigned the ZZZ2 departure SID. I responded that we were cleared via the ZZZ8 Departure. This created some confusion because it sounded like we may have been given the wrong departure procedure and the question came at a very inopportune time as we were lining up with the centerline for takeoff. The controller came back and said we were cleared for takeoff on Runway XXL ZZZ8 departure. We had briefed the ZZZ8 and had elected to do this using LNAV/VNAV. The departure has you making a left turn to heading 199 upon reaching 2000 feet or DME 4.0; whichever comes first. On takeoff climbing through 2000 feet we expected to see the flight director command a right hand turn as was depicted on the PFD (Primary Flight Display) to a heading of 199. As is common with a vectored SID we could see the magenta line was continuously pushing further back until conditions had been met to initiate the turn.Climbing through 2400 feet it was clear that the Flight Director was not going to initiate a turn and that the turn was still out ahead of us for around 2 more miles. We were in day VMC conditions heading towards a mountain range and the Captain decided to revert to HDG SEL 199. As we began the turn Departure gave us a clearance to climb to 20000 feet. The environment on the flight deck was a busy one along with confusion about what the SID was commanding the Flight Director (FD) to perform and I felt it prudent to ask for the autopilot to command. While in the turn the CA (Captain) engaged the autopilot for me and it almost immediately disengaged. We reselected the autopilot to command and this time it remained on. I was calling for flaps as appropriate to the profile and then called for LNAV to go back into that mode on the SID. When the CA selected LNAV the FMC scratchpad gave us a not on intercept heading message. Most likely because we were paralleling the course after having rolled out on a 199 heading.In retrospect we probably should have just remained in HDG SEL until given further clearance. At about the same time ATC amended our clearance to 4000 feet. We were climbing through about 3400 feet at the time and quickly rolled the altitude back down to 4000 where it had been set to the previously cleared 20000 feet. Needless to say; it was a very busy takeoff and with so much going on the Captain elected to go direct to position [waypoint] to get rid of the not on intercept heading message in the scratchpad. Unfortunately that commanded a turn further past 199 HDG and the controller asked us again what departure we were on and told us to turn back to a HDG of 199. Shortly after we were cleared direct to [waypoint] and 20000 feet. We executed that on the CDU (Control Display Panel) and selected LNAV and proceeded without further incident. I feel that if I had more thoroughly briefed the departure procedure I may have stopped the Captain from selecting direct to [waypoint] amid all of the confusion. I am still not sure why the FD never initiated the right turn after meeting the conditions on the SID during the takeoff. It certainly made us wonder whether the SID was properly coded and whether or not this particular SID should just be performed in HDG mode on takeoff. Runway XXL is an unusual choice to for takeoff that is primarily occurring right now due to all of the construction taking place in ZZZ. It was a valuable lesson to make sure the SID is properly briefed and that everything we do using LNAV and following a magenta line should always be backed up with published charts and raw data in the event something like this scenario occurs.,In position on Runway XXL the Tower asked if we were cleared on the ZZZ2 departure. We informed them we were cleared the ZZZ8 and were cleared for takeoff. We performed the takeoff in LNAV and VNAV. The departure says climb until leaving 2000 feet or 4.0 [DME] whichever comes first; then heading 199. Through 2;400 feet the magenta line for the LNAV turn was still 2.5 miles out in front of us so we selected HDG SEL 199. After rolling out on our heading the First Officer called for LNAV to get us back on the departure. The FMC scratchpad noted not on intercept heading. During this time ATC had cleared us up to 20;000 feet and then asked us to level at 4000 feet. The First Officer asked for autopilot center command and it disconnected; so it was busy. I made the mistake of line selecting the next point at L1 and LNAV captured and turned toward [waypoint]. The controller asked us our heading and asked us to return to 199. We learned that with the magenta line in front of you we must still back up and comply with the chart requirements and LNAV might not be the best choice. We suspect not seeing the FD command a turn at 2000 or 4.0 [DME]; the ZZZ8 departure off XXL FMC Data may not be correct.
1562388,chartorpublication,Flight to OAK listed SJC as an alternate due to low ceiling and visibility in OAK (700/4). I checked the NOTAMS for SJC and noticed that the RNP Z Runway 30L had two NOTAMS listed that raised the approach DA (Decision Altitude)/HAT (Height above Terrain) for .15 RNP approaches; but the two NOTAMS were not the same. FDC 8/3608 raised the DA to 446 ft. and FDC 8/7886 raised the DA to 674 ft. Today's date was within the valid dates of BOTH NOTAMS. Unless I misread some of the details; there should only be 1 NOTAM that changes DA/HAT for a given date; giving rise to confusion as to which NOTAM applied. The conservative course of action would be to fly the higher minimums of 674 ft. DA. The system which we use for NOTAMS should ensure only 1 NOTAM is listed to avoid conflicts such as this.,
1563176,chartorpublication,While on the RNAV (GPS) Runway 25 into PGSN; the tower controller was queried as to whether the PLASI-L (Pulse Light Approach Slope Indicator) was operable and the tower controller responded there is no VASI for Runway 25. So there is no vertical visual guidance for Runway 25. Further inquiry was made on the ground about the status of the airport facilities concerning the VASI. Tower controller stated the NOTAM that stated VASI U/S (Unserviceable) has been there for four years and he does not know why our charts show a PLASI-L. He also stated that he thought one might be in the process of being installed; VASI not PLASI. So it appears our 10-9 showing PLASI-L for Runway 25 is totally incorrect. I suspect there is nothing installed for Runway 7.,
1565708,chartorpublication,Pushed back from gate and told East Ramp we needed 18C. Controller told us they would coordinate. East Ramp then cleared us to taxi forward; hold short then contact South Ramp. South Ramp told us to taxi on the North line and contact ground at Spot 9. We contacted ground at Spot 9 and continued forward into the non-movement area as Ground inquired why we were not going to 18L and what our SID was. Ground told us to stop then told us to taxi forward to E13. E13 is marked on the 10-9 page as being behind spot 9. We clarified the instructions with Ground and continued forward to join the new E13 at Spot 4N.Confusion occurred due to missed coordination for required takeoff runway (18C); new taxiway markings not updated on 10-9 pages; and congested control frequencies.[Suggest] Update 10-9 pages to show standard routes for taxi to/from runways and ramps. Many airports have documented named taxi routes; the best of these include words and diagrams. CLT operations would benefit from having documented instructions.,
1565878,chartorpublication,Upon arrival this day at our ramp; I was informed to NOT hold short of taxiway D at our ramp. The reason was that the jet blast was UNSAFE for [smaller] aircraft [that occupy the same ramp] and personnel around those aircraft. After pushback on our ramp; we received taxi instructions 'Taxi; hold short of runway 26L'#1. I had just received a caution from our ramp personnel concerning the jet blast safety issue.#2. The 10-9 page shows only the hold points as depicted and described above. #3. The 10-9 Chart page shows 4 different hold short points for Runway 26L. I found 3 taxiway notes on this chart concerning taxiway D. NONE of these notes addressed that D between D7 and the ramp was restricted IN ANY WAY. In fact; I challenge the CYVR airport authority to show any place on a chart that stated this. #4. Looking in the direction of taxi; from our pushback disconnect point; the Runway 26L hold short sign (near our ramp) was not in my field of view. I also observed an aircraft holding short of 26L at D5. I also saw a Runway hold short symbol on D short of D7. #5. I taxied up to and held short of the Runway 26L hold point on D. This seemed correct based on the instructions; the information available to me; and my concern to not hold short of D due to our ramp personnel safety. #6. Upon holding at the Runway 26L hold point on taxiway D; I was told by ground that I had taxied across the Runway 26L hold short line. I replied that I had not and that I was looking at the hold short line!! Ground explained that when on that section of D our WINGTIP PIERCES THE RUNWAY PROTECTION AREA. That was the first time I had heard or seen that information. I expressed my frustration and the ground controller stated...I quote 'Yes; it's very confusing over there. We are trying to figure it out ourselves'. Summary: I was told of the safety issue on our ramp. The 10-9 page showed 26L hold points at D9; D7 and D5 ONLY. The 10-9 chart shows 4 26L hold short points...one of which on D where I taxied to. Nowhere is there a restriction for D concerning aircraft on D between DW and DY being restricted IN ANYWAY. Being told to 'hold short of 26L' did not compute; in my mind; to hold short of TAXIWAY D. Especially with the hold short sign being out of my field of view at the position we were.  This area of the ramp just opened. Our two taxi diagrams are in conflict as to Runway 26L hold points. The 10-9 Chart page shows multiple 26L hold short points. In addition; three taxiway D restrictions are addressed on the 10-9 Chart page...NONE address this very important issue. The NOTAMs showed; as well as the 10-9 AMM page; that D and DY were closed...causing more confusion. All this; and ramp personnel safety; was directly responsible to myself missing the first 26L Runway hold short point on my line of taxi. I taxied past this point that I didn't even notice; to the second 26L hold point on my line of taxi...that being the one on taxiway D prior to D7.,
1566777,chartorpublication,We received our clearance PDC; and it included flying the WLKKR3 RNAV departure from Runway 16R at VNY (Climb via SID except maintain 4;000 feet). The Captain and I reviewed the departure chart and it shows on the plan view that we are to cross the VNY D1.5 'At or below 1;750 feet;' and then to 'Climb to 1;303 feet.'This is; at best; confusing. The narrative is slightly better; except that the narrative doesn't include the detail about 'at or below 1;750 feet.' NOTE ALSO THAT THE 'AT OR BELOW 1;750 feet' RESTRICTION WAS NOT IN THE FMS. And neither the plan nor the narrative makes it clear when you are to climb above 1;303 feet.We contacted Clearance Delivery by radio to ask what it was that we were expected to do. We were told that the 'at or below 1;750 feet' was a limitation; but the 1;303 feet was there to prevent airplanes from running into terrain. So we were to comply with the 'at or below 1;750' at 1.5 DME; and then climb to 4;000 feet'.Change the chart to clarify that the 'Climb to 1;303 feet' only pertains to the minimum altitude before making the turn to PPRRY (which isn't much of a turn at all); rather than appearing to be a limitation on how high you can fly. Also; the presence of the shaded circle adds to the confusion; because its purpose isn't apparent. If the shaded circle were not there; it might have been more apparent that the 1.5 DME from VNY VOR was essentially at the departure end of Runway 16R.,
1568247,chartorpublication,I was flying VFR from KMEV at 13500 ft and passed between the LLC VOR and the Carson Sink restricted area. I saw on my iPad after I had passed the LLC VOR that there was a round TFR with the same radius as the VOR radial which I think had a 7 mile radius to 60;000 ft of altitude for rocket launch. This was not noted on the FAA TFR map that I had checked and printed in the morning prior to flight and was not showing on my Garmin 750 as a TFR. I was receiving flight following at the time and was not told anything about the TFR either. I noticed the TFR on the way back as well. I was IFR returning due to the smoke from the fires. It was not noted on the FAA TFR list or map on the TFR website and it only showed up on my Foreflight on the iPad. I am unsure if this was a TFR or was it something wrong with the information on the Foreflight iPad?,
1568780,chartorpublication,While taxiing to our gate at SFO; we had to stop the aircraft on Taxiway Alpha and ask for progressive taxi instructions to the gate. The 10-9 pages depict the Terminal 1 gates as they used to look. They now extend five times further all the way out to Taxiway M1. In addition; there is a fence all the way around construction making it even more confusing. We had to taxi all the way to M1 to go around the construction to get to our gate. The 10-9 pages [do not] accurately depict Terminal 1 construction. Correct all JEPP charts.[Suggest] correct the page depiction. Add safety information to SFO weather describing construction hazards.,
1569016,chartorpublication,The FAA sectionals show that Runway 27 has a left hand pattern for FA83. This pattern would put aircraft in close proximity to aircraft at Bob White Airfield X61; which lists Runway 9 with a left hand pattern. Two situations occur. [Information] at FA83 [says] Runway 27 is reported as a Right Hand Pattern; contrary to the FAA information. This is a safety conflict. I have observed aircraft flying both left and right hand patterns for FA83 Runway 27 before. The second; in calm winds or direct crosswinds (0 or 180) deciding to use 9 or 27 at X61 or FA83 could cause a significant conflict where pilots would be on head on patterns. X61 Runway 27 Left Hand Pattern with a FA83 Runway 9 Left Hand Pattern would put aircraft in the same airspace and potentially during crosswind to downwind turns.,
1570076,chartorpublication,I was the PF (pilot flying). We landed on Runway 7 in RFD. Taxiway F was NOTAMed closed between 250 feet west of Taxiway A and Taxiway B. I missed the left turn off at Taxiway G. Taxiway A was closed and we were given taxi instructions to back taxi on Runway 19 and turn left on Taxiway F and taxi to parking. It was dawn but a little dark. Numerous lights on the Taxiway F barricades were out. Once I noticed that they were there; I stopped the aircraft. ATC had assumed that we had been there and knew that we were supposed to taxi onto Taxiway B; pass through part of the passenger terminal ramp; then rejoin Taxiway F. Ground Control called ground support crew in RFD and they came over and pushed us back with a tug. We discussed the idea of trying to make a hard right 120 degree turn to head back on to Taxiway B but decided against it because of the threat of running over taxiway lights.Taxiway F was displaced by 125 feet to the north in the NOTAMs. That is not very clear. I should have looked at the NOTAMs more closely and questioned it. ATC should give taxi instructions instead of publishing a vague NOTAM. There were no signs depicting where the temporary Taxiway F was. I have become too reliant on the AMM (Airport Moving Map) taxi view and the taxiway closures that are depicted in our Jepps.,
1570785,chartorpublication,Conducting Operating Experience (OE) on a student Captain on the DIVLA 2A in LLBG; the student started down in VNAV SPD for a crossing of SOLIN intersection on the Jepp chart of at or below 12;000. The clearance was to descend via the DIVLA2 to 5;000 feet. cleared for the ILS 21 approach. The MCP was set to 5;000 feet; until the IAF point. The student was below the path in VNAV SPD during the descent.  Recognizing this; I began monitoring the top altitudes to assure compliance on the approach; as VNAV SPD provided bottom altitude protection along the arrival. I let the student continue to highlight that while altitude protection remains on the bottom; the large font crossings will not necessarily be met on the top altitudes. Approaching SOLIN; the FMC indicates SOLIN 120B120B; and the ND shows 120B120A at SOLIN. This presentation is confusing flight crews as its ND presentation appears to conflict with the Jepp plate and the legs page with its 120B 120A presentation. After my prompting to stop the descent over SOLIN at 12;000 due to going fairly low on the path; the student continued descent after SOLIN in FLCH; and was getting low on the path; but not below the arrival restriction of GEFEN below 90.00; and was going to be below the top altitudes on the arrival; as 5;000 low altitude was assured. ATC made a comment that we appeared to be getting low outside SOLIN; about the same time I told the student to maintain 12;000 at SOLIN to get closer to the path and the controller cleared the aircraft to maintain 9;000. While no deviation appeared to occur; I was concerned; and wanted to highlight to the student that we should be attempting to re-intercept the path as previously briefed. I also confirmed the crossing altitude was in agreement with the Jepp plate of SOLIN at or below 12;000 with ATC to assure no deviation took place. I think the controller's concern was the deviation from path; not an issue of non-compliance with the crossings. The controller issued maintain 90;00 feet; after which when approaching GEFEN; I asked to confirm continued descent to 5;000 feet. to resume the arrival after an off path vector for traffic. The student then set up to intercept VNAV but the TD point and aircraft was going to intercept the path late; so I placed the auto flight into FLCH; speed brake; and a higher speed to assure the 9;000 below crossing was met at GEFEN; as the auto flight was behind the programming at this point. After the crossing was met; VNAV was re-programmed and the path intercepted for the remainder of the arrival and approach. There was a good de-brief at the gate with all crew members from their perspective and to highlighting root cause; and the improvement opportunity to attain the path early in the arrival and maintain the path as a goal throughout the arrival. The report is being submitted due to ATC stating the condition of being low on the arrival; but within the crossing constraints over the water; and also to highlight the presentation and ambiguity crews are seeing on the LLBG arrivals over SOLIN intersection on the various arrivals and how this 12;000 below crossing presents on the FMC legs page (120B120B) and the aircraft ND (120B120A); in that it is creating confusion with the ND showing 120B 120A for SOLIN.,
1572507,chartorpublication,The plate profile is confusing as it appears to direct a descent when established to cross the VOR at or above 1;300 feet and the plan view conflicts or is easily misread. The Controller [stated this] is a common mistake on this [VOR Runway 10] approach. The Controller indicated that this issue has been reported on numerous occasions.,
1575933,chartorpublication,As a Line Check Airmen (LCA) I take extreme pride in my ability to consistently operate the aircraft in accordance with SOP. The new placement of the call for the landing checklist AFTER the landing flaps have been called for has led to an alarming number of missed or incomplete landing checklists in my operation. I can only imagine what this might look like in 'looser' cockpit environments. I complained about this development at the recent standards meeting and was told this was done to accommodate our non-Electronic Check List (ECL) brethren who find it an undo inconvenience to hold the paper checklist in their hand until final flaps are called for if the checklist is initiated at the gear down call as it has been done for [years.]Waiting until the final flaps are called for at 1200-1000 feet on a normal approach; in the international arena; often coincides with the landing clearance or the discussion of when we might get one. Now; the pending Flight Manual (FM) change will re-instate the setting of the missed approach altitude in this same vicinity thereby increasing the workload and verbalization at this point in the approach. My experience is already telling me that the landing checklist falls through the cracks at this point far too often. There is no open checklist displayed as a reminder and the change to call for it with final flaps seems; to me; to be among the most difficult of these 'standardization' changes to assimilate.,
1576050,chartorpublication,CLT has an inaccurate taxi diagram; coming in to ramp on November taxiway shows E13 to the right of N taxiway when E13 is actually to the left of November taxiway; which created some confusion. We failed to contact ramp immediately when entering their area of responsibility. We contacted the ramp at spot 9 after entering the ramp area at E13.,Landed on runway 36L and exited W7. Towered instruction; 'Taxi November and hold short 36 Center.' Followed by; 'Cross 36 Center; left on Echo and enter ramp on Echo 13.' The chart 10-9 is incorrect. Echo 13 along with many other points are labeled incorrectly. Aircraft was stopped before seeing Echo 13 taxi sign to the left; just the opposite of the chart. Entered ramp at Echo 13 and due to the confusion there was a delay contacting ramp to verify aircraft position on the 10-9 chart with the external ramp signs. Once position was assured called ramp for taxi to gate. Ramp informed us we were supposed to call prior to entering ramp as noted on 10-9B. Taxi was briefed as part of the brief.NOTAMs are posted but it is still confusing. Just being aware makes a difference. Maybe change the wording of the NOTAMs. Also could have stopped and asked ground for clarification.
1576724,chartorpublication,On taxi out ATC asked if we could use an intersection for takeoff; after pulling up a new [flight documents] for that intersection for [the] Runway we determined it was allowed at our weight with a change in power setting. We were then cleared for takeoff at intersection E7 which provided us more runway and I elected to use the more conservative [flight documents] that we had. Two minutes after takeoff climbing through 5000 feet; we received a comm message saying we were overweight by 1500 pounds for using that intersection for departure.After reviewing the [flight documents] we determined that we were legal for takeoff so I looked at the fuel load sent by ACARS on takeoff; it showed for out 166.0; for off it showed 170.3 our actual fuel for takeoff was 164.1 this was an error of 6200 pounds. I think this is why we received notification of an overweight take off.There seems to be some malfunction of the fuel indicating system and how it's reporting the load on the airplane. Also; the sending of messages in a sterile time was disconcerting and needs to be addressed.,
1576762,chartorpublication,We were descending along the ZEEKK arrival into IAH. Crossing SOFFT we were cleared the ILS Runway 27. When we loaded the approach we choose SILLS as the IAF. We missed there was and inset on the approach plate which included another IAF CLSIK and the intermediate fix GRUNG. The depiction on the chart is not intuitive and easy to miss. Having been cleared the approach; we flew direct to SILLS. The approach advised we had skipped CLSIK and GRUNG; ATC did not raise a fuss and we landed without further incident. Sounded like we were not the first to miss this.Error in understanding between ATC and the flight crew. Also the Jeppesen plate is not intuitive; lists multiple IAF's for the same approach. I think the approach transitions should be included to the east of the approach and not as an inset. The line indicating other fixes to the east is obscured by writing on the chart.Needless to say this error will result in being more vigilant in the future when transitioning from the arrival to the approach as well as all other phases of flight.,
1577235,chartorpublication,The OAKES2 arrival MONOH transition for 30 presents a trap for flight crew members.  If we reference 10-7A; it is noted that aircraft operating at OAK may be below the Class B shelf.  The 10-1B provides a depiction of the airspace; but is useless with no identifying fixes; DME; radial; etc.  Upon review of the high altitude chart and cross referencing fixes; I noted that the OAKES2 STAR will take you below Class B airspace if flown at the lower altitude limits. FFIST HAS A STAR window of 7;000 - 9;000 [feet]. While the Class B shelf starts at 8;000 [feet] and PRFCT above 5;000 [feet]; Class B shelf begins at 8000 [feet]. There is no reference on the STAR of exiting the airspace and no mandatory speed markings below the 280 KTS mandated on the chart. (Standard transition at 250 [knots] at 10;000 [feet].) In order to properly identify the Class B airspace; we had to overlay our arrival on the high altitude charts. It is not standard practice to reference hi altitude charts on the arrival. This creates an obvious trap for our crew members.,
