,Assessments_Primary_Problem,Report_1_Narrative,Report_2_Narrative
1595895,equipment/tooling,I have written to you in the past in regard to Company placing broken service carts on board the aircraft. These service carts have no brakes and are a safety hazard as well as being dangerous to cabin crew and passengers. I have recently submitted three reports to the company about 4 broken carts with no resolve. In these reports; I have provided the company with pictures and serial numbers of the carts involved. In one incident; while serving; two passengers had to assist me with controlling a run-away cart. My most [recent] report involved 2 carts without brakes; 1 cart without brake pedals on one side of the cart. I wrote a report about this cart on [before]. I tagged this cart as broken without brake pedals; yet in just a little under 1 month; the cart shows up on the aircraft without brake pedals. The continuance of negligence in regard to placing carts without brakes on the aircraft is a safety hazard to fight attendants and passengers as flight attendants cannot control run-away carts; it is extremely difficult to maintain control of a cart without brakes at 35;000 feet. The blatant disregard of Company in placing carts without brakes on the aircraft is horrific; there are carts without brakes placed on airplanes every day. When is it going to stop? I am writing to you as a last resort for all else has failed; broken carts are so prevalent that flight attendants have just given up. We place the red stickers on the carts in hopes that they will be fixed but the same carts show up time after time without being fixed. I am earnestly asking you to look into this matter. Thank you for reviewing my report.Catering should check the carts for working brakes before placing them on the aircraft.,
1596871,equipment/tooling,I have had several incidents recently when not in communication with Ground Ops Personnel that involved being blinded by the extremely bright LED lights on tugs. Once a tug was illuminated right behind the Marshaller; rendering him invisible to the Crew. On another occasion; the pushback tug had its lights on and completely obscured the J-line. A third time; after pushback for departure; the tug's lights blinded us; so that we could not see the pin or the bag or the people holding them. This seems to be a new problem with the brightness of the new lights. We are not in communication with the personnel at these times; and it is challenging to establish communications. Flashing the taxi or landing lights just leads to people scurrying around and moving baggage carts or belt loaders. Trying to call Ops on the radio and conveying the message has taken many minutes. They seem truly confused by what I am asking them to do. Ground Ops should mirror our policy. We don't blind them with our taxi lights. They should not blind us with their tug lights.,
1599154,equipment/tooling,I was sitting [at the gate] when I began to hear a horn blowing like crazy then I saw a tractor trailer come to a complete stop and the horn was still being blown; then a [company] pickup truck comes into view and starts blowing their horn again; then I noticed a string of foreman carts sitting out in the middle of the runway. I retrieved the carts suspecting the brakes on the first cart wasn't working because the tongue was in the up position. Upon further investigation the brakes on the first cart wasn't working. The cart was tagged and removed from service and parked at our [ground service building]. A 757 aircraft passed the area just prior to the movement of the carts which move with surprising speed and a collision would have been unavoidable for that aircraft. Btw the [company] truck nearly collided with the string of carts as they began to move. It was dark; rainy; and windy.,
1599374,equipment/tooling,The pushback tug that pushed us had extremely bright LED lights. They were positioned in a way that when the tow bar was disconnected and they reversed away from the aircraft; both the Captain and I accidentally looked directly into the lights as they came into view. We both remarked that we had some lasting visual effects that took a couple of minutes to resolve. The tug should have eyebrows over the lights as to prevent blinding the flight crew. The lights could also have a lower intensity or angled toward the ground.,
1599955,equipment/tooling,While performing normal safety cleaning operations for our hangar clean up sheet; I was asked to dispose used hydraulic oil into the used oil barrel. The used barrels for both fuel and oil are outside in a flammable cabinet; both labeled accordingly. The barrels sit on a drip tray that can slide in and of the cabinet. Our base has a large funnel that can hold used oil cans and filters to drain for 24 hours before being disposed. At the time the funnel was not lined with the hole to dispose the hydraulic oil properly. The cabinet has very limited space to dump anything into the barrels and is not an approved cabinet to be used outside. To line up the funnel; I had to slide the tray with both barrels on it just enough to line the funnel properly. While sliding the tray out; the tray with both barrels with both fuel and oil toppled over onto the walkway underneath the gates; which is where we keep our disposal flammable cabinet. I was unable to stop the barrels from falling because they were too heavy to stop. I was able to move quickly out of the way of the barrels falling on top of me. Both oil and fuel barrels were now on the ground spilling everywhere. I got up and quickly and tried to pick up the barrels but was unable to because of the weight of the barrels. I quickly got help to pick up the barrels from spilling any more fuel and oil. Others from our base; both management and mechanics; jumped in and helped contain the spill. We grabbed the airport's spill kit on site to contain the spill and used pig mat to absorb the spill. The spill never reached any of the aircraft or ramp vehicles. Airport ops was notified of spill and also the airport fire department. The fire department came and made sure it was not getting into any drains; which we confirmed that there were not any drains near spill. They saw that we had contained the spill and no other action from their part needed to be accomplished. We cleaned the used pig mat and oil spill kit and disposed of them into special bags to be sent out to be cleaned or be disposed of properly. Caution tape and signs were put around spill area until it was deemed passable. We cleaned area with isopropyl alcohol. An approved cabinet is needed with enough room to dispose waste fuel and oil properly without having to slide the barrels in and out of cabinet.,
1602782,equipment/tooling,Noted on preflight; a write up; for a cycling trim situation on the inbound leg. With no faults noted by maintenance; it was cleared. First Officer (FO) and I discussed the situation as one of the threats possible; with emphasis on being alert for the cycling trim situation to possibly repeat. Reviewed applicable procedure for a possible runaway trim scenario. Upon takeoff; Autopilot A was engaged at approximately 1;200 FT AGL. As flaps were retracted and airspeed began to increase; additional trim inputs were immediately noticed by both pilots. With flaps now up; FMC called for 250 KTS. Aircraft pitched to 260 KTS with trim inputs; then re-pitched to 240 KTS. The trim system would activate for 1-2 seconds and then immediately reverse itself; trimming in opposite direction. I directed FO to ask for intermediate stop on climb; where we then stopped at FL230. Advised ATC we were experiencing a trim system problem; but the aircraft was stable and trim stopped fluctuating once a stable and level pitch was attained. I chose not to declare an emergency at this time as we did have a stable aircraft; but contacted dispatch via radio; and informed dispatcher of the situation; that it was a reoccurring event; and that I was not comfortable taking the aircraft to ZZZ1 with a primary flight control system not operating properly. Therefore I would return to ZZZ. Dispatcher brought Maintenance Control in I believe at that point and I gave them a description of the problem. We then completed those calls; informed ATC of our desire to return to ZZZ; and no emergency being declared at this time. The trim problem immediately reappeared when given a descent to 11;000; executed via Level Change on the Mode Control Panel. I was flying and at that point disconnected the autopilot; and hand flew the remainder of the approach to the landing. No trim problems were noted with autopilot disconnected. Maintenance ACARSed us several times; requesting us to attempt to troubleshoot the failure and gather information. I elected to not do this. I knew I had a failed trim system and did not wish to engage a deeper problem if something else went wrong with the system while troubleshooting. In addition we [were] now under 15000 FT; in the terminal area; and I was hand flying the aircraft. Too many distractions; as well as a potential bigger problem if something else went wrong. We both put on the table the trim motor / elevator jackscrew failure a few years back that happened to another carrier. That situation was perhaps the final reason I did not want to troubleshoot the failure. We finally told Maintenance Control via ACARS. 'We are busy '; as they were now a distraction with their requests as we were near or under 10;000 FT. Aviate; Navigate; Communicate. That is what I start every brief off with a new pilot at the beginning of a trip.,
1605342,equipment/tooling,Each and every single time I sit at a Dispatch position I am forced to manually refresh DV. I have reported and escalated this issue several times. Now that I hold a line at ATC and rarely sit the desk it presses me to be vigilant in manually refreshing and increases my workload. I have had the developers mirror my position and to no avail they cannot reproduce the issue. I clear my internet history before I even log into DV. I have tested it with people sitting next to or behind me Psuedo my desk. It keeps me from receiving ACARS and weather issues in a timely manner. Now that we are watching more stations it is much more of an issue. It concerns me with my ability to keep a safe and legal operation while balancing my workload. It freezes and asks me to stop the script. I have even had my profile rebuilt and the issue was not fixed.,
1606351,equipment/tooling,On takeoff and gear retraction; we received a gear disagree master warning and coinciding nose door open message. We continued on course and completed tasks until it was safe to get into the QRH. I instructed the PF (Pilot Flying) to not exceed 200 kts as the nose gear appeared to be still down and locked. We told ATC we need to level at 7000 [feet] (top altitude on SID) and work a problem. I handed radios to PF/FO (First Officer) and began to work QRH. Fortunately with our situation; it was a fairly easy fix; we got the mains down and completed the QRH. I gave the FA (Flight Attendant) a [briefing] and made a PA to the passengers; and sent a message to Dispatch to notify; and also worked out a gate with ZZZ operations. We went ahead and [advised ATC] with ZZZ Center just as a precaution. I had the FO remain as PF as he felt comfortable with landing it. We touched down and made a normal landing and taxi to the gate. Maintenance met us on arrival and after their inspection; it appeared that the aircraft was fitted with a TOW Guard collar; it had come lose and slid up the nose strut and bent a bracket that hold a nose gear sensor.I think the [event] was handled well by the crew. These newly fitted TOW Guard collars' (first time I had seen one myself) seemed to have been the cause of this. Our mechanic talked to us about them and how they're fastened and instructed us to check them on the walk around and that if they appear to be moving up the strut; to call maintenance. The FO does not remember seeing it moved up the strut on his preflight.I think that these new TOW guard collars need to be looked at specifically on the walk around; not much information has been given to flight crews on these collars being put on the CRJ-200's. I do not know or think this is something that could have been prevented by us today; but in the future if I will be checking these devices and calling Maintenance if they appear to be lose in any way; as they clearly can damage the nose landing gear.,After a normal takeoff roll off of Runway XX I was PF (Pilot Flying) I called for gear up and as the CA (Captain) selected the gear up we received a master warning of GEAR DISAGREE and NOSE GEAR DOOR OPEN. The CA delegated the radios and the flight controls to me and instructed me not to exceed 200 KIAS for the gear; upon reaching the top altitude of the SID we informed ATC of the situation and asked for delay vectors while the CA ran the QRH procedure. Thankfully the procedure worked and all three landing gear were soon down and locked; the CA gave the FA (Flight Attendant) [an update] and made a PA to the passengers then sent an ACARS to dispatch. The CA asked if I was comfortable to stay flying for the approach and landing and I told him that I was and we proceeded to make a normal approach and landing to taxi into the gate. Upon arrival at the gate MX (Maintenance) informed us that the TOW collar around the nose gear had migrated up the strut to a point where it would not allow the gear to come up; he said that he thought they were a hazard for this very reason. As the FO (First Officer) the walk around is delegated to me by the CA and I always do a thorough job; the tow collar was not inappropriately placed when I completed my walk around that morning. There is little if any guidance on tolerance for location of the tow collar in the FOIB (Flight Operations Information Bulletin) that was published regarding the implementation of these instruments and since the result of one 'migrating' is possibly catastrophic I believe there should be a little more guidance. From what MX told me after the incident often times in colder temps or just through normal wear and tear the sealant that holds the collar to the strut can loosen and allow the collar to 'migrate'. The main thing that would help is the removal of these tow collars entirely; according to line MX there have been several different debates on whether or not to keep them or remove them. Also if there was more information published about the tow collar and what the tolerances were on the walk around that could also prevent another one 'migrating' to a point of an emergency.
1606375,equipment/tooling,Passenger passed out after standing to get something out of overhead bin. The passenger sitting across the aisle jumped in immediately and asked for our Stethoscope/blood pressure kit. Unfortunately neither worked and he had to use the blood pressure cuff the passenger had with him. This isn't the first medical emergency I've had that the Doctor has had this problem with our equipment. He also inquired why we don't have a cheap pulse-oximeter on board to check to see if the passenger is getting the correct amount of oxygen.,
1607386,equipment/tooling,We were on Aircraft X to ZZZ. As we were on approach to Runway XX; while extending our flaps to 10; we received a #1 Leading Edge transit light. We performed a go-around and asked for delay vectors to run the QRH (Quick Reference Handbook). We performed all checklists and got our performance data needed to land on Runway XX. We landed XX with no other issues and had fire trucks meet us just in case of hot brakes. After taxiing off the runway; we requested brake-cooling data [from the performance data system]. We received an error message telling us to input correct runway. We tried every combination possible and double-checked everything. We never got the brake-cooling data. Fire truck personnel took heat readings of the brakes and said they were 300 degrees and everything looked normal. We asked our Dispatcher to see if he could run the brake-cooling numbers for us. He came up with the same error message. We also had a Jumpseater who tried to work the brake-cooling data with his iPad app; and he came up with same error message.The Captain talked with Dispatch again and gave him all the landing data and the brake temperature reading from the Fire Department; to have him talk with Maintenance Control to see if we were good to taxi to the gate. We all agreed (Maintenance Control; Dispatch; and us) that we were good to taxi to the gate. It was 25 minutes from landing to the time we got to the gate. Maintenance was standing by to check brake temps and said they were 250 degrees at the gate. Biggest question for us is why none of us could pull up brake-cooling data with all the different resources we were trying to use for our flight.,
1610157,equipment/tooling,There is a green fuel nuzzle connected to the gas fuel hose at the terminal fuel farm. All of the other gas nuzzle are black. The green ones indicates diesel. There are times when employees do not have their fuel farm key fob with them. They would pull to fuel farm and just ask someone to borrow their key fob or sometimes just tell the person to hand over the nuzzle when they are finish fueling their equipment; the green NON-STANDARD nuzzle can lead to serious equipment damage that can become costly to the company. For instance; let's say there is an employee there at the fuel farm utilizing the non-standard green nuzzle that is attached to the gas pump to refuel a gas powered piece of equipment. An unsuspecting fellow co-worker pulls up just when the person was about to finish gassing up his piece of equipment and to use the same fuel pump with the green nuzzle because he/she thinks it is diesel because that is the type of fuel their piece of equipment requires. This is piece of equipment can be an air start mobile cart or even a pushback tractor and on the equipment the cost can be substantial.,
1613355,equipment/tooling,I was assigned to Aircraft X to perform [deferred maintenance]. Following the work performed prior; there was some troubleshooting accomplished and the fault was still active. I proceeded with [Subtask A] which states 'Depower and Repower FADEC. Deploy and stow thrust reverser. Deploy for 40 seconds minimum and then check the CMC (Central Maintenance Computer) to see if the fault has cleared; which I accomplished and the fault was still active. In the task it states that if the fault is still active that I should perform rigging of the synchronizing shaft. I then consulted with my supervisor to update the situation and he said 'Call maintenance control' and as I was instructed; I called maintenance and spoke to [a member of Maintenance Control]. I explained to [Maintenance Control] what the situation was and he said 'just follow [Subtask A Checklist].' As I proceeded to follow the task of Synchronizing Shaft; it states that you need a GSE (Ground Support Equipment) locking pin for the locking actuator. I contacted my supervisor and I stated to him that we needed a locking pin to lock the actuator and [my supervisor] said 'we don't have the locking pin. Just lock the thrust reverser and call it a day.' I stated to him 'that I cannot clear this fault without performing the task specified;' [My supervisor] said 'we'll carry forward.'While I was on the phone with [Maintenance Control]; stated 'we took care of your write up and your paperwork; just come back to the office.' Several minutes later I received a call from one of the mechanics [Mechanic A] who stated 'hey man what are you doing? Are you still messing with the thrust reverser? Just [expletive] lock the reversers and get it over with.' I proceeded with locking the Thrust reversers by installing the Inhibit Pin Cover Plates in accordance with [the maintenance manual.] Once I completed with installation of the Thrust Reverser Inhibit Pin Cover Plates; I contacted the office and I asked [my supervisor] to verify that all my paperwork and logbook entries were inputted into the [Maintenance Database] and that if any of the available mechanics can start on writing into the logbook for locking out the thrust reversers and he said 'yes; you're covered.' I headed back to the office to update my supervisor that I have completed locking the thrust. Once I walked into the office and I asked [Mechanics A & B] two of the mechanics in my shift who were aware that I was working on this particular (deferred maintenance Item) if all of my logbook entries that I have signed have been added to the [Maintenance Database] so I could sign the logbook. Both [Mechanics A & B] stated with a raised tone 'You're logbook entries are done.'Miscommunication and misdirection between the night supervisor and maintenance crew members.Miscommunication and misdirection between maintenance crew members.Lack of GSE tools.Night supervisor being unaware of maintenance practices.Maintenance Crew members not paying attention.,
1613471,equipment/tooling,I recently flew to ZZZ on a Company X flight. On the flight; I noticed something that I felt was unsafe about the new seats on [this company's] flights. The seat is designed to hold a device but the device holder is not safe in emergency situations.When there is no device in the holder; the holder slides down but the top of the holder protrudes from the back of the seat. The holder is very sturdy and metal and will likely cause serious injury if anyone hits their head on it during an emergency landing or crash.The holder design can be improved so the top folds down flat so that when the holder is empty. The device gripper at the top is no longer protruding from the back of the head rest. It just needs a simple hinge. Also; the device does not need to be metal if it is only holding a phone or tablet. It could be made of a material that could break more easily so if someone does strike their head on the top; it will break instead of making a really serious dent in someone's head.,
1617283,equipment/tooling,My partner and I were pushing a 787 with a super tug. The push went smoothly with no warning signals coming from the super tug. As soon as I was done with my push I spin the set around and my observer got into the tractor so we can move forward to go to the top and over to ground as directed by Ramp Tower. As soon as I put the super tug into drive the 'Over steer' alarm went off. The 'Over steer' is a flashing Red Screen and a Warning siren to let the crew know that the Super Tug has an over steer and that has to do with the hydraulic system and the airplane in the cradle of the super tug. When the alarm siren went off it was so loud in the cabin where the driver and observer sit that we could not hear the ATC Ground Tower. When my observer went to make his first call to the ATC tower to get directions to our holding pad in the west hangar; the ATC said that he could not hear our transmission over the alarm siren. There is no way for us to lower or turn off that siren until we lower the airplane and open the cradle and move the super tug away from the airplane. Also the Mechanics have a key to where they have to reset the computer and warning alarms. My observer had to step out just to make the call and when he gave us direction we both did not copy it was to what we both thought we heard and what my observer repeated back to the ATC. The call was to turn right onto X Taxiway and hold short of Y1. We both thought over the Over Steer warning Siren that the ATC said to turn right onto Y and hold short of Y1. ATC got back on the radio and told us that we missed our instructions and we went the wrong way. The whole tow was very difficult to hear ATC instructions and we had to keep on asking him to repeat the instructions. This was very dangerous and unsafe to have that siren that loud and could have caused an accident; near miss; and/or a surface incident. I had to take off my jacket when holding short of Y2 to try and muffle the warning siren just so we would miss any more calls and we can hear the ATC as well as for them to hear us read back instructions. The jacket didn't do much muffling of the alarm. At the end of my tow and securing the A/C we took the super tug down to the garage and I let the lead mechanic know the issue. The lead mechanic said he will look into the volume of the over steer warning.,
1617976,equipment/tooling,I have noticed several stations struggling with this issue. On this flight I stationed a flight attendant at the jetway to watch for little kids. The gap was about 10 inches. A perfect catastrophe for a little child walking. My First Officer got a mechanic to come up and reposition the jetbridge. Evidently the problem is the sensors on the bumper are set too sensitive and turn off the movement to prevent damaging the plane with a dent. The gate agent does their job; walks away and doesn't realize there is a dangerous gap. It happens too often and now with so many young families traveling it's only a matter of time before a child gets seriously hurt or killed from this known danger.,
1618228,equipment/tooling,While performing the sampling of uplifted fuel for the Fuel Freeze Testing the sample hose slipped and caused a minor fuel spill which soaked my lower pant legs and boots. (No spill report necessary). This was caused by there being no valve on the fuel truck to control the flow of fuel into the sample jar. There is no valve on the sample hose either. You plug the hose into the quick disconnect and have immediate truck pump pressure. We are required to crimp the hose by hand and aim it into a bucket to catch the 1 cup of fuel necessary to perform the test. This is a major fuel spill waiting to happen.Suspend the fuel freeze sample test until all the fuel trucks are refitted with on/off valves at the sample point.,
1623048,equipment/tooling,Setting up departure flight with the lead; picked up push tractor from [another] gate. I drove to gate ZZ; made left and drove on VSR (vehicle service road) of co-pilot side making sure to stay outside OSZ (operations service zone); then made left hand turn to position tractor in front of 737-700. As I approached aircraft; had to slow down to make sharp turn and avoid tow bars in the way. Got past those and then tried to stop [tractor] and the brakes failed to stop and it coasted toward plane and scratched bottom part of nose cone.,
1625684,equipment/tooling,While at altitude on one flight; I removed the oxygen mask as the other pilot was taking a physiological break. I decided to see how the mask and the smoke goggles are donned together. After some time trying to get a good fit it became evident that the mask and the goggles did not fit properly onto one another. There was a gap of about at least one half inch as I looked down. It is my understanding that the goggles should fit tightly on the mask with the ability to clear the goggles of smoke with the mask. I was not able to make this happen. I spent several minutes shifting the mask and the goggles. It still did not seal. I asked the other pilot to do it. He had a tough time as well but was able to get it closer to sealing than I could. I had the occasion to try the same on my most recent flight. I encountered the same issue. A gap of approximately one half inch between the mask and the goggles. It appears that there is an issue here and I am submitting this report for some clarity. Is it possible that the goggles are not compatible with the mask on these airplanes? If so; this is a serious problem in the event of smoke in the cockpit.,
1626844,equipment/tooling,I received a [Inspection Work] item to check a raft installation on a 737 which had recently had the [cabin retrofit] completed. The [Inspection Work] item asked us to check installation of the life rafts for correct orientation. After looking at the rafts we discovered that all were installed wrong which were corrected. Which when installed wrong the inflation D ring is at the bottom so when the raft door is opened it looks like you are to pull the d ring to help you remove the raft. One was in the wrong spot as per part numbers on the raft. We corrected this problem as well. We also noticed during the opening and closing of the raft door that if the bin doors happen to be open; that the raft door will hit the bin doors and not drop down enough to remove the raft and are concerned about the potential risk of not being able to get access to the raft in an emergency situation. I know during normal operation the bin doors will be closed but if an incident happens will the bin doors stay closed?,
1629669,equipment/tooling,Lost Control Link: Remote control (RC) radio and flight data telemetry radio. The ground station laptop powered down causing flight data telemetry between the ground station and plane to be severed. As per protocol; operator triggered Return to Launch (RTL) mode using the RC transmitter. Aircraft struggled to respond to the command due to high wind speeds aloft (> 40 knots) and other equipment malfunctions. Aircraft started to be pushed backwards to the northwest as the winds overtook the programmed maximum speed of the aircraft. Laptop was restarted in an attempt to try to regain telemetry; but was unsuccessful. Attempts to manually assist the RTL autopilot mode in guiding the aircraft back to its launch point were also unsuccessful. Visual on the platform was lost as [UAV] continued to drift to the northwest towards a forested area and eventually out of RC range.Unusual Equipment Malfunction: Shortly before the ground station went down; we got a momentary bad GPS signal; causing the aircraft to drift horizontally about 330 feet off course. We consider it is possible the bad GPS signal/fix may have confused the aircraft as it was trying to execute RTL. However; as the aircraft was pushed away; it maintained the proper heading to execute the RTL. The pilot in command of record did not call ATC to advise of a fly away; due to an incomplete understanding of what to do in case of a lost link with the UAS (Unmanned Aerial System). Additionally; the incident report was submitted late due to a miscommunication between the responsible reporting party and the pilot in command. All other procedures regarding lost link were followed as prescribed.Damage and Injuries: Aircraft not recovered and assumed crashed. Unable to do a search at the time due to a lack of appropriate gear and equipment. We are working on searching for the wreckage. No injuries reported.Short-Term Fix Actions: Ensure all crew members; pilots in command; and operators are familiarized with ATC emergency contact procedures based on last known heading [and] altitude.Intermediate Fix Actions: Add additional items to pre-flight checklist to prevent recurring incidents; ensure laptop backup power is plugged in prior to operations; review and revisit crew resource management best practices.Long Term Actions: Add battery powered GPS beacons to assist in locating downed UAS when out of sight or in wooded areas.,
1632579,equipment/tooling,I was trunnioning the LPC [Low Pressure Compressor]. The balance arbor became detached from the LPC during the trunnion process and fell to the floor damaging 12 each 2.3 blades. The tooling work bolts used to attach the arbor to the LPC were provided by EGAT and were too short. Suggestion to add a caution to the JIC [Job Instruction Card] stating the minimum size bolts to use when attaching the arbor to the LPC.,Attachment of handling slings to balance arbor of LPC [Low Pressure Compressor]; bolts too short on end with sleeve on arbor. Going to vertical position - sleeve section slipped off/detached from rest or Arbor. LPC Disc was from a training engine from Pratt and Whitney. Working off Job Card training with Pratt representative/trainer. Sling tooling bolts too short. Trunnion LPC attached to arbor from horizontal work stand to upside down position (vertical) sleeve detached; LPC fell to ground on one end. Note in Job Card for minimum length of bolts to be used with tooling. Better holding compartment of sling tool bolts to be kept with sling tool - proper bolts kept together.
1649801,equipment/tooling,Upon doing my preflight checks- I noticed that the orange patch on Raft #2- in the overhead bin- had no mooring line cord under the patch at all. Upon investigation I found that the entire cord had either been pulled out or fallen out. There was no cord left under the orange patch. The pin it was attached to was also in a precarious position. Our current preflight- according to our manual - is only to verify it is present; not to check whether the mooring line is secure under the orange patch. This raft was within inches of inflating in the cabin had it been jostled or pushed in anyway. I have written about this before. I have attached pictures this time. My recommendation is that the preflight for the 10 person raft be changed to:Verify that the raft is present in the last overhead. ADD:That the mooring line is securely fastened underneath the orange patch in an ordered fashioned. If I would have had to access or use the 10 person raft on my flight; my success would have been low as the line would have most likely caught on something in the plane and deployed.,
1653893,equipment/tooling,When aircraft was powered up; we noted a message on the Flight Management System (FMS) CDU's stating 'GNSS [Global Navigation Satellite System] NOT AVAILABLE'. We checked the status page for faults; and noted that neither GPS was acquiring satellite signals. We initially attributed it to the fact that we were surrounded by metal buildings; and that the GNSS system would eventually acquire the constellation. In addition to GNSS navigation; our aircraft is configured with an IRU with DME/DME updating to the FMS. As such we met all required navigation performance for our flight(s).After leg 1; we discovered that there was a nationwide anomaly with GNSS systems of a particular make and model; which affected many aircraft; other than ours. We operate using the Bombardier Master Minimum Equipment List (MMEL). The MMEL states that one GNSS system must be operable for dispatch. However; as the anomaly was not based within our on board system; we agreed that the continued operation was allowable. During our last leg; we received a message from our company that this anomaly did indeed fall under the control of the MMEL; and as such all company aircraft with the affected GNSS system were not suitable for flight.As stated above; with IRU-DME/DME updating to the FMS; we met all RNP requirements for the operations conduction. As such; there was no degradation of safety during any portion of our day's flights.,
1661076,equipment/tooling,At push time we were unable to contact Ramp via headset. The Ramp Agent came to window and told us headset was INOP and did we want to use hand signals. I advised him we could not do that and that they would need to get a headset. Tried #2 still didn't work. Tried #3 still didn't work. Ramp Supervisor again asked us to just use hand signals. I told him we could not do that per the flight and ground operations manuals. He said 'Well then you will just have to sit there.' Tried #4; still didn't work. Asked them to try service interphone jack to ensure it was not an issue with the aircraft. Also asked if they had a regular wired headset and was told no they did not. I explained again to the Ramp Supervisor that pushing back without a headset was not an option. He again told me 'You will just have to sit there then;' and walked away. At that point I had the Operations Agent bring the jetway back to the aircraft so we could discuss the situation face to face to create a shared mental model. I explained to the Ramp Agents and the Ramp Supervisor that the flight and ground operations manuals both prohibit pushing back without a headset unless there is lightning or the aircraft interphone panel is INOP; (which would require an MEL). There is a discrepancy between the flight and ground operations manuals in that the flight manual does allow pushback without headset if ALL headsets are out of service (I think the flight manual should be brought in agreement with the ground operations manual). I also asked them how they had been pushing back aircraft all day with no operative headsets. He said the other Captains were just letting them use hand signals. At that point an adjacent gate was pushing with a headset so I told them to go get that headset when they were done. They returned with a wired headset which worked perfectly so we closed up the aircraft and pushed back. My concern is that the Ramp repeatedly tried to pressure us into accepting a risk that the company has chosen not to accept. The flight and ground operations manuals are very clear as to when the risk of pushing without a headset is acceptable. Our policies on No Headset Pushback should be reiterated to the flight and ground operations manuals. Also; Ground Ops should be reminded to ensure that the headsets are turned off between turns (several of the INOP headsets were just out of charge) and to treat the headsets with more care. (It is common to see the headsets tossed onto the tug). All stations should also have sufficient backup wired headsets that are well maintained to ensure a working headset is always available. I would suggest each gate or pushback tug be equipped with a backup wired headset. Perhaps in a weatherproof case mounted on the tug or jetway. I agree with the company assessment that pushing back without a headset simply because the headset is INOP is not an acceptable risk. I dislike doing it even when there is lightning; but I understand the reasoning behind it in reducing a greater risk to the ramp agents.,
1661765,equipment/tooling,An un-commanded aircraft movement occurred while the parking brakes were released that caused the airplane and the attached tug to move backwards approximately 5 feet.First Officer noticed the movement; informed me and I promptly applied and set the parking brakes. I contacted the ground personnel on the head set to see what could have caused the movement. Ground personnel told me; the hand brakes on the tug were set and the aircraft started moving because of the winds.Considering the tug was attached and occupied throughout this incident and we were in full communications; I asked why they did not alert us that the aircraft was moving? They had no response. I told them; next time; not to be silent but instead speak up. He agreed!,
1663677,equipment/tooling,Prior to boarding; the FA (Flight Attendant) notified me that there were 4 infant passengers that would be on our flight. She also stated that there were only 3 infant life vests on board the aircraft. I relayed this information to the Gate Agent and she told me she was aware of the situation and would notify a manager. A few minutes later; a manager came to the aircraft and told me that she would not be able to deny boarding and I told her that I would call Dispatch to see what could be done. The Dispatcher and I read the FA manual pertaining to infants and found a statement that allows additional infants to be carried as long as there is an open seat adjacent to the child without a life vest. This statement caused concern for Dispatch; the FA and I because it seemed out of touch with the safety culture. In the unlikely scenario where we were to ditch the airplane in the water; a person traveling with an infant is expected to evacuate the airplane through an over-wing exit while carrying their infant and 2 seat bottom cushions. We also thought of how difficult it would be for an adult clinging to their cushion in the water while somehow trying to put their infant onto another cushion. We agreed that the information contained in the manuals was not very clear on this subject and decided the safest course of action would be to have Maintenance bring us an extra life vest. We incurred a 10 minute delay. Took safest course of action when the manuals/procedures lacked clear instructions. The information pertaining to this subject is contained in AOM (Aircraft Operating Manual) 2 under the miscellaneous chapter. This was difficult to find and should be copied to the AOM 1 or FOM (Flight Operations Manual) so that it can be accessed easily during a situation such as this. The manual also does not specifically state that a seat bottom cushion should be used as a flotation device for an infant.,
1663970,equipment/tooling,While descending on the OAKES2 STAR; we were cleared for the ILS to Runway 30. As the PF (pilot flying); I selected 2000' on the FCP (Flight Control Panel) and continued the descent in PROFILE (the autopilot had already flown the entire STAR without incident). After passing the PRFCT fix at 5000'; the aircraft continued the descent to the next fix; PARBB. But prior to reaching PARBB; the aircraft failed to honor the 4;500' altitude constraint and continued to descend the approach was loaded correctly and verified by the PF and PM (pilot monitoring) prior to the start of the arrival. As the PF; I recognized the error and disconnected the autopilot to stop the descent; but we had lost approximately 800' in the process. We immediately got a call from OAK approach control saying they received a low altitude alert. I had already started a climb back to 4;500 and told ATC we were correcting back to the published altitude. The rest of the approach was flown uneventfully in Level Change. Autopilot PROFILE failed to honor the altitude constraint on the approach. All systems were loaded correctly and working properly up until this point in flight. The cause of the failure is unknown. This is not the first time I have seen PROFILE miss an altitude constraint. Other pilots have commented that it has happened to them several times as well. I do not intend on using PROFILE any more during the Approach phase of flight. I simply cannot trust it anymore.,
1664153,equipment/tooling,While being vectored for the 22Left approach at EWR airport we were cleared for the approach; while initially getting a good signal from the ILS (instrument landing System) it became unreliable and unreadable.  We were told by New York approach to contact Newark Tower.  When we contacted the Tower we were told that we were right of course and just a few minutes we were told that the Tower had received a low altitude warning and were told to execute a missed approach.  We executed the missed approach and contacted New York Departure then were vectored for another approach.  We received a good signal and completed the approach and landed safely.,
